item_id,status,created_at,sku,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID
211485,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147697,Beauty & Grooming,C-MUX-31510,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,43.0
211486,canceled,07/01/2016,Teenz_B-0541,3250.0,1,3250.0,100147698,Women's Fashion,\N,0.0,internetbanking,07/01/2016,Gross,"3,250",2016,7,2016-7,Jul-16,FY17,104.0
211487,complete,07/01/2016,Emo_SS-22057-11,775.0,1,775.0,100147699,Men's Fashion,\N,0.0,cod,07/01/2016,Net,775,2016,7,2016-7,Jul-16,FY17,105.0
211489,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147700,Beauty & Grooming,C-MUX-31510,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211490,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147701,Beauty & Grooming,C-MUX-31510,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211491,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147702,Beauty & Grooming,C-MUX-31510,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211492,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147703,Beauty & Grooming,C-MUX-31510,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,43.0
211493,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147704,Beauty & Grooming,C-MUX-31510,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211495,order_refunded,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147706,Beauty & Grooming,C-MUX-31510,0.0,cod,07/01/2016,Valid,320,2016,7,2016-7,Jul-16,FY17,43.0
211494,complete,07/01/2016,UK_Soan Papdi 500 Gms,280.0,1,280.0,100147705,Soghaat,C LHE 41938,0.0,cod,07/01/2016,Net,280,2016,7,2016-7,Jul-16,FY17,59.0
211496,complete,07/01/2016,sapil_Sapil Disclosure Men 100ML,1647.0,1,1647.0,100147707,Beauty & Grooming,R-isb-57478,0.0,cod,07/01/2016,Net,"1,647",2016,7,2016-7,Jul-16,FY17,101.0
211497,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147708,Beauty & Grooming,C-MUX-31510,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,43.0
211498,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147709,Beauty & Grooming,C LHE 40936,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,59.0
211499,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147710,Beauty & Grooming,C LHE 40936,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,59.0
211500,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147711,Beauty & Grooming,C-MUX-31510,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211501,order_refunded,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147712,Beauty & Grooming,C-MUX-31510,0.0,cod,07/01/2016,Valid,320,2016,7,2016-7,Jul-16,FY17,43.0
211502,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147713,Beauty & Grooming,C-MUX-31510,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211503,complete,07/01/2016,Al Muhafiz Sohan Halwa Almond,350.0,1,165.0,100147714,Soghaat,R-KHS-103982,0.0,cod,07/01/2016,Net,350,2016,7,2016-7,Jul-16,FY17,106.0
211504,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147715,Beauty & Grooming,C-MUX-31510,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211505,order_refunded,07/01/2016,UK_Gift Box Almond Delight 500 Gms,350.0,1,350.0,100147716,Soghaat,\N,0.0,cod,07/01/2016,Valid,350,2016,7,2016-7,Jul-16,FY17,107.0
211506,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147717,Beauty & Grooming,C-ISB-42133,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,35.0
211507,order_refunded,07/01/2016,MYWALET_MW-002-D-BROWN,512.0,1,512.0,100147718,Men's Fashion,\N,0.0,cod,07/01/2016,Valid,512,2016,7,2016-7,Jul-16,FY17,105.0
211508,complete,07/01/2016,kcc_Bakheer Pocket Perfume,120.0,1,360.0,100147719,Beauty & Grooming,R-KHW-104406,0.0,cod,07/01/2016,Net,120,2016,7,2016-7,Jul-16,FY17,13.0
211509,complete,07/01/2016,kcc_Oudh Pocket Perfume,120.0,1,360.0,100147719,Beauty & Grooming,R-KHW-104406,0.0,cod,07/01/2016,Net,120,2016,7,2016-7,Jul-16,FY17,13.0
211510,complete,07/01/2016,kcc_Asool Pocket Perfume,120.0,1,360.0,100147719,Beauty & Grooming,R-KHW-104406,0.0,cod,07/01/2016,Net,120,2016,7,2016-7,Jul-16,FY17,13.0
211511,canceled,07/01/2016,Veet_3,165.0,2,330.0,100147720,Beauty & Grooming,\N,0.0,cod,07/01/2016,Gross,330,2016,7,2016-7,Jul-16,FY17,108.0
211512,complete,07/01/2016,itter_AB 1141,640.0,1,640.0,100147721,Beauty & Grooming,\N,0.0,cod,07/01/2016,Net,640,2016,7,2016-7,Jul-16,FY17,105.0
211513,order_refunded,07/01/2016,Veet_5,165.0,2,330.0,100147722,Beauty & Grooming,\N,0.0,cod,07/01/2016,Valid,330,2016,7,2016-7,Jul-16,FY17,108.0
211514,canceled,07/01/2016,sst_Logic  3-Regular fit-Medium,1950.0,1,1950.0,100147723,Men's Fashion,105259,0.0,ublcreditcard,07/01/2016,Gross,"1,950",2016,7,2016-7,Jul-16,FY17,11.0
211516,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147724,Beauty & Grooming,C-ISB-84674,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,35.0
211517,complete,07/01/2016,kkc_Hayam King Air Freshener,144.0,1,144.0,100147725,Home & Living,\N,0.0,cod,07/01/2016,Net,144,2016,7,2016-7,Jul-16,FY17,109.0
211518,order_refunded,07/01/2016,UK_Sohan Halwa Tin Pack 400 Gms,285.0,1,285.0,100147726,Soghaat,\N,0.0,cod,07/01/2016,Valid,285,2016,7,2016-7,Jul-16,FY17,110.0
211519,complete,07/01/2016,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147727,Soghaat,\N,0.0,cod,07/01/2016,Net,350,2016,7,2016-7,Jul-16,FY17,111.0
211520,complete,07/01/2016,Teenz_B-0541,3250.0,1,3250.0,100147728,Women's Fashion,\N,0.0,internetbanking,07/01/2016,Net,"3,250",2016,7,2016-7,Jul-16,FY17,112.0
211521,canceled,07/01/2016,sapil_Sapil Passion Women 200ML,375.0,1,375.0,100147729,Beauty & Grooming,\N,0.0,internetbanking,07/01/2016,Gross,375,2016,7,2016-7,Jul-16,FY17,113.0
211522,complete,07/01/2016,kcc_active,180.0,1,180.0,100147730,Beauty & Grooming,C-KHC-34670,0.0,cod,07/01/2016,Net,180,2016,7,2016-7,Jul-16,FY17,114.0
211523,canceled,07/01/2016,Dynasty_Classic Cotton-Skin,1725.0,1,1725.0,100147731,Men's Fashion,\N,0.0,cod,07/01/2016,Gross,"1,725",2016,7,2016-7,Jul-16,FY17,115.0
211524,complete,07/01/2016,WE_ni72_parrot-veet-gift,1330.0,1,1330.0,100147732,\N,\N,0.0,marketingexpense,07/01/2016,Net,"1,330",2016,7,2016-7,Jul-16,FY17,116.0
211525,canceled,07/01/2016,cos_prfume_9,5200.0,1,5200.0,100147733,\N,\N,0.0,cod,07/01/2016,Gross,"5,200",2016,7,2016-7,Jul-16,FY17,117.0
211526,canceled,07/01/2016,Trans_LW 509B ,1350.0,1,1350.0,100147734,Kids & Baby,\N,0.0,cod,07/01/2016,Gross,"1,350",2016,7,2016-7,Jul-16,FY17,118.0
211527,canceled,07/01/2016,Trans_LW 509B ,1350.0,1,1350.0,100147735,Kids & Baby,\N,0.0,cod,07/01/2016,Gross,"1,350",2016,7,2016-7,Jul-16,FY17,118.0
211529,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147737,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211528,canceled,07/01/2016,Trans_LW 509B ,1350.0,1,1350.0,100147736,Kids & Baby,\N,0.0,cod,07/01/2016,Gross,"1,350",2016,7,2016-7,Jul-16,FY17,118.0
211530,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147738,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211532,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147740,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211531,order_refunded,07/01/2016,LC_3595471021182,8150.0,1,8150.0,100147739,Beauty & Grooming,\N,0.0,cod,07/01/2016,Valid,"8,150",2016,7,2016-7,Jul-16,FY17,117.0
211533,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147741,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211534,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147742,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211535,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147743,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211536,canceled,07/01/2016,shoppingmania_18k Gold Filled Blue Ruby Necklace & Earrings,1499.0,1,3749.0,100147744,Women's Fashion,\N,0.0,cod,07/01/2016,Gross,"1,499",2016,7,2016-7,Jul-16,FY17,119.0
211537,canceled,07/01/2016,Teenz_R-0172-7,2250.0,1,3749.0,100147744,Women's Fashion,\N,0.0,cod,07/01/2016,Gross,"2,250",2016,7,2016-7,Jul-16,FY17,119.0
211540,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147746,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211539,canceled,07/01/2016,LC_3595471021182,8150.0,1,8150.0,100147745,Beauty & Grooming,\N,0.0,cod,07/01/2016,Gross,"8,150",2016,7,2016-7,Jul-16,FY17,117.0
211541,canceled,07/01/2016,HOS_RLRW100,8300.0,1,17790.0,100147747,Beauty & Grooming,C-FSD-43702,0.0,cod,07/01/2016,Gross,"8,300",2016,7,2016-7,Jul-16,FY17,120.0
211542,canceled,07/01/2016,AKL_A131131293_FC-12,9490.0,1,17790.0,100147747,Women's Fashion,C-FSD-43702,0.0,cod,07/01/2016,Gross,"9,490",2016,7,2016-7,Jul-16,FY17,120.0
211543,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147748,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211544,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147749,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211545,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147750,Beauty & Grooming,C LHE 41938,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,59.0
211546,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147751,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211547,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147752,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211548,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147753,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211549,canceled,07/01/2016,MYWALET_MW-014-BLACK,428.0,1,428.0,100147754,Men's Fashion,\N,0.0,cod,07/01/2016,Gross,428,2016,7,2016-7,Jul-16,FY17,121.0
211550,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147755,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211551,canceled,07/01/2016,Xenium_WA-201611,860.0,1,1160.0,100147756,Women's Fashion,\N,0.0,cod,07/01/2016,Gross,860,2016,7,2016-7,Jul-16,FY17,122.0
211552,canceled,07/01/2016,pak_B-32,300.0,1,1160.0,100147756,Home & Living,\N,0.0,cod,07/01/2016,Gross,300,2016,7,2016-7,Jul-16,FY17,122.0
211553,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147757,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211554,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147758,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211555,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147759,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211556,refund,07/01/2016,rub_Rubian_VR-Box With Remote,1765.0,1,1765.0,100147760,Mobiles & Tablets,R-KHS-103982,0.0,cod,07/01/2016,Valid,"1,765",2016,7,2016-7,Jul-16,FY17,106.0
211557,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147761,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211558,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147762,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211559,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147763,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211560,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147764,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211561,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147765,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211562,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147766,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211563,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147767,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,43.0
211564,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147768,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211565,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147769,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211566,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147770,Beauty & Grooming,C-MUX-30078,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,43.0
211567,complete,07/01/2016,kkc_ Icy Menthol Oasis Prickly Heat Powder,80.0,1,80.0,100147771,Beauty & Grooming,R6596,0.0,cod,07/01/2016,Net,80,2016,7,2016-7,Jul-16,FY17,123.0
211568,order_refunded,07/01/2016,shoppingmania_Enamel Retro NecklaceTitanic Heart Crystal Pendant,999.0,1,2559.0,100147772,Women's Fashion,\N,0.0,cod,07/01/2016,Valid,999,2016,7,2016-7,Jul-16,FY17,124.0
211569,order_refunded,07/01/2016,Teenz_E-1574 silver,1560.0,1,2559.0,100147772,\N,\N,0.0,cod,07/01/2016,Valid,"1,560",2016,7,2016-7,Jul-16,FY17,124.0
211570,complete,07/01/2016,emo_HSP-17043-M,500.0,1,1049.0,100147773,Men's Fashion,\N,0.0,cod,07/01/2016,Net,500,2016,7,2016-7,Jul-16,FY17,71.0
211572,complete,07/01/2016,Emo_HST-28676-L,199.0,1,1049.0,100147773,Men's Fashion,\N,0.0,cod,07/01/2016,Net,199,2016,7,2016-7,Jul-16,FY17,71.0
211574,complete,07/01/2016,Al Muhafiz Sohan Halwa Almond,350.0,1,1049.0,100147773,Soghaat,\N,0.0,cod,07/01/2016,Net,350,2016,7,2016-7,Jul-16,FY17,71.0
211575,order_refunded,07/01/2016,RS_Pheni Desi Ghee 500gm,260.0,2,520.0,100147774,Soghaat,\N,0.0,cod,07/01/2016,Valid,520,2016,7,2016-7,Jul-16,FY17,125.0
211576,order_refunded,07/01/2016,Huawei Honor 4X,24499.0,1,24499.0,100147775,Mobiles & Tablets,R-LHW-104137,0.0,cod,07/01/2016,Valid,"24,499",2016,7,2016-7,Jul-16,FY17,126.0
211577,complete,07/01/2016,Al Muhafiz Sohan Halwa Almond,350.0,2,700.0,100147776,Soghaat,\N,0.0,cod,07/01/2016,Net,700,2016,7,2016-7,Jul-16,FY17,127.0
211580,canceled,07/01/2016,AUDIONIC6-954217-513546,540.0,1,540.0,100147778,Computing,\N,0.0,cod,07/01/2016,Gross,540,2016,7,2016-7,Jul-16,FY17,128.0
211578,complete,07/01/2016,Al Muhafiz Sohan Halwa Walnut,510.0,2,1370.0,100147777,Soghaat,\N,0.0,cod,07/01/2016,Net,"1,020",2016,7,2016-7,Jul-16,FY17,129.0
211579,complete,07/01/2016,Al Muhafiz Sohan Halwa Almond,350.0,1,1370.0,100147777,Soghaat,\N,0.0,cod,07/01/2016,Net,350,2016,7,2016-7,Jul-16,FY17,129.0
211581,order_refunded,07/01/2016,bata_leena-5176214-40-7,999.0,1,999.0,100147779,Women's Fashion,C-MUX-104110,0.0,cod,07/01/2016,Valid,999,2016,7,2016-7,Jul-16,FY17,130.0
211583,canceled,07/01/2016,Tiraaz_Tm-01-001-M,2508.0,1,2508.0,100147780,Men's Fashion,\N,0.0,cod,07/01/2016,Gross,"2,508",2016,7,2016-7,Jul-16,FY17,131.0
211585,canceled,07/01/2016,Tiraaz_Tm-01-001-M,2508.0,1,2508.0,100147781,Men's Fashion,\N,0.0,cod,07/01/2016,Gross,"2,508",2016,7,2016-7,Jul-16,FY17,131.0
211587,complete,07/01/2016,Audionic_B-334,1900.0,1,1100.0,100147782,Computing,R-LHE-90613,0.0,cod,07/01/2016,Net,"1,900",2016,7,2016-7,Jul-16,FY17,132.0
211588,canceled,07/01/2016,kcc_effect,140.0,1,140.0,100147783,Beauty & Grooming,\N,0.0,cod,07/01/2016,Gross,140,2016,7,2016-7,Jul-16,FY17,133.0
211589,canceled,07/01/2016,kkc_Jasmine King Air Freshener,144.0,1,144.0,100147784,Home & Living,\N,0.0,cod,07/01/2016,Gross,144,2016,7,2016-7,Jul-16,FY17,133.0
211590,order_refunded,07/01/2016,bata_wein-8734881-44-10,1199.0,1,1199.0,100147785,Men's Fashion,\N,0.0,cod,07/01/2016,Valid,"1,199",2016,7,2016-7,Jul-16,FY17,134.0
211593,canceled,07/01/2016,CU-0107-Slim Fit Small,1295.0,1,1295.0,100147787,Men's Fashion,\N,0.0,mcblite,07/01/2016,Gross,"1,295",2016,7,2016-7,Jul-16,FY17,135.0
211592,complete,07/01/2016,itter_AB 1122,800.0,1,800.0,100147786,Beauty & Grooming,\N,0.0,cod,07/01/2016,Net,800,2016,7,2016-7,Jul-16,FY17,136.0
211595,complete,07/01/2016,itter_AB 1126,800.0,1,800.0,100147788,Beauty & Grooming,\N,0.0,cod,07/01/2016,Net,800,2016,7,2016-7,Jul-16,FY17,136.0
211596,order_refunded,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147789,Beauty & Grooming,C-MUX-102023,0.0,cod,07/01/2016,Valid,320,2016,7,2016-7,Jul-16,FY17,43.0
211597,complete,07/01/2016,itter_AB 1125,640.0,1,640.0,100147790,Beauty & Grooming,\N,0.0,cod,07/01/2016,Net,640,2016,7,2016-7,Jul-16,FY17,136.0
211598,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147791,Beauty & Grooming,C-MUX-102023,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211599,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147792,Beauty & Grooming,C-GUJ-52213,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,137.0
211600,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147793,Beauty & Grooming,C-MUX-102023,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211602,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147795,Beauty & Grooming,C-GUJ-52213,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,137.0
211601,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147794,Beauty & Grooming,C-MUX-102023,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,43.0
211603,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147796,Beauty & Grooming,C-GUJ-52213,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,137.0
211604,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147797,Beauty & Grooming,C-GUJ-52213,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,137.0
211605,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147798,Beauty & Grooming,C-GUJ-52213,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,137.0
211606,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147799,Beauty & Grooming,C-GUJ-52213,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,137.0
211607,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147800,Beauty & Grooming,C-GUJ-52213,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,137.0
211608,complete,07/01/2016,HR_Soan Papdi 500g,655.0,1,655.0,100147801,Soghaat,\N,0.0,cod,07/01/2016,Net,655,2016,7,2016-7,Jul-16,FY17,136.0
211609,canceled,07/01/2016,stitchers_TnT 012-L,1999.0,3,5997.0,100147802,Men's Fashion,\N,0.0,cod,07/01/2016,Gross,"5,997",2016,7,2016-7,Jul-16,FY17,138.0
211611,complete,07/01/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147803,Beauty & Grooming,C-GUJ-52213,0.0,cod,07/01/2016,Net,240,2016,7,2016-7,Jul-16,FY17,137.0
211612,canceled,07/01/2016,Ego_E02437-GN0-Green-XSM,2750.0,1,5445.0,100147804,Women's Fashion,\N,0.0,cod,07/01/2016,Gross,"2,750",2016,7,2016-7,Jul-16,FY17,139.0
211614,canceled,07/01/2016,Ref-Queen 5041-Black-38,2695.0,1,5445.0,100147804,Women's Fashion,\N,0.0,cod,07/01/2016,Gross,"2,695",2016,7,2016-7,Jul-16,FY17,139.0
211616,canceled,07/01/2016,B-power_8282391-44,2499.0,1,2499.0,100147805,Men's Fashion,\N,0.0,cod,07/01/2016,Gross,"2,499",2016,7,2016-7,Jul-16,FY17,140.0
211618,canceled,07/01/2016,dawlance_Health Zone Plus 30 - 1.5 Ton Air Conditioner,37550.0,1,37550.0,100147806,Appliances,\N,0.0,cod,07/01/2016,Gross,"37,550",2016,7,2016-7,Jul-16,FY17,141.0
211619,complete,07/01/2016,vitamin_Vita White,960.0,3,2880.0,100147807,Health & Sports,\N,0.0,cod,07/01/2016,Net,"2,880",2016,7,2016-7,Jul-16,FY17,142.0
211620,complete,07/01/2016,sstop_Mini AIr Conditioner,1335.0,1,1335.0,100147808,Appliances,C-MUX-105333,0.0,cod,07/01/2016,Net,"1,335",2016,7,2016-7,Jul-16,FY17,143.0
211621,order_refunded,07/01/2016,Rajesh_RAJ61,680.0,1,680.0,100147809,Appliances,\N,0.0,cod,07/01/2016,Valid,680,2016,7,2016-7,Jul-16,FY17,144.0
211622,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147810,Beauty & Grooming,C-MUX-105333,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,143.0
211623,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147811,Beauty & Grooming,C-MUX-105333,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,143.0
211625,complete,07/01/2016,BO_topfastRc-yellow,490.0,1,190.0,100147813,Kids & Baby,\N,300.0,cod,07/01/2016,Net,490,2016,7,2016-7,Jul-16,FY17,145.0
211624,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147812,Beauty & Grooming,C-MUX-105333,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,143.0
211627,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147815,Beauty & Grooming,C-MUX-105333,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,143.0
211626,canceled,07/01/2016,Al Muhafiz Sohan Halwa Walnut,510.0,1,510.0,100147814,Soghaat,\N,0.0,ublcreditcard,07/01/2016,Gross,510,2016,7,2016-7,Jul-16,FY17,146.0
211628,complete,07/01/2016,kcc_krone deal,360.0,1,360.0,100147816,Beauty & Grooming,C-MUX-104331,0.0,cod,07/01/2016,Net,360,2016,7,2016-7,Jul-16,FY17,43.0
211630,complete,07/01/2016,HR_Pani Puri 360g,350.0,1,350.0,100147818,Soghaat,\N,0.0,cod,07/01/2016,Net,350,2016,7,2016-7,Jul-16,FY17,147.0
211629,complete,07/01/2016,Rajesh_Ben 10 Rail,400.0,1,100.0,100147817,Kids & Baby,\N,300.0,cod,07/01/2016,Net,400,2016,7,2016-7,Jul-16,FY17,145.0
211631,complete,07/01/2016,kcc_glamour deal,320.0,1,320.0,100147819,Beauty & Grooming,C-MUX-104331,0.0,cod,07/01/2016,Net,320,2016,7,2016-7,Jul-16,FY17,43.0
211632,complete,07/01/2016,kcc_jazzy,140.0,1,140.0,100147820,Beauty & Grooming,C-MUX-104331,0.0,cod,07/01/2016,Net,140,2016,7,2016-7,Jul-16,FY17,43.0
211633,canceled,07/01/2016,Samsung Galaxy S7 Edge,88999.0,1,88999.0,100147821,Mobiles & Tablets,R-LHC-104138,0.0,cod,07/01/2016,Gross,"88,999",2016,7,2016-7,Jul-16,FY17,148.0
